molecule_chembl_id,canonical_smiles,standard_value,standard_units,pIC50
CHEMBL297008,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,60.0,nM,7.221848749616356
CHEMBL289813,Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,3230.0,nM,5.490797477668897
CHEMBL43736,Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,80.0,nM,7.096910013008056
CHEMBL140167,Fc1ccc(-c2[nH]c(-c3ccc(F)cc3)c3c2C2CCC3CC2)cc1,0.12,nM,9.920818753952375
CHEMBL44194,CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,100000.0,nM,4.0
CHEMBL44290,CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,1610.0,nM,5.79317412396815
CHEMBL288773,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1Cc1ccc(F)cc1,100000.0,nM,4.0
CHEMBL44068,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)[nH]1,100000.0,nM,4.0
CHEMBL44367,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1Cl,100000.0,nM,4.0
CHEMBL297409,CCCCn1c(C)ccc1-c1ccc(S(C)(=O)=O)cc1,100000.0,nM,4.0
CHEMBL43737,Cc1ccc(-n2c(C)ccc2-c2ccc(S(C)(=O)=O)cc2)cc1,40.0,nM,7.3979400086720375
CHEMBL43511,NS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,14.0,nM,7.853871964321762
CHEMBL42801,Cc1c(CN(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,100000.0,nM,4.0
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,102.0,nM,6.991399828238082
CHEMBL40245,Cc1c(Br)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,20.0,nM,7.698970004336019
CHEMBL43210,CS(=O)(=O)c1ccc(-c2cccn2-c2ccc(F)cc2)cc1,10200.0,nM,4.991399828238082
CHEMBL298231,CS(=O)(=O)c1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(F)cc2)cc1,100000.0,nM,4.0
CHEMBL44101,Cc1c(CO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,3880.0,nM,5.411168274405793
CHEMBL44152,Cc1c(COc2ccc(Cl)cc2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,30.0,nM,7.522878745280337
CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,4600.0,nM,5.337242168318426
CHEMBL298208,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,250.0,nM,6.6020599913279625
CHEMBL43002,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,60.0,nM,7.221848749616356
CHEMBL42121,CCS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0
CHEMBL42409,Cc1c(C(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,120.0,nM,6.920818753952375
CHEMBL43957,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,510.0,nM,6.292429823902063
CHEMBL43366,Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,750.0,nM,6.1249387366083
CHEMBL296307,Cc1ccc(-c2ccc(F)cc2)n1-c1ccc(S(C)(=O)=O)cc1,100000.0,nM,4.0
CHEMBL43864,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C1CCCCC1,520.0,nM,6.2839966563652006
CHEMBL44244,Cc1c(S(=O)(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,60.0,nM,7.221848749616356
CHEMBL44313,Cc1c(C(=O)c2ccccc2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1020.0,nM,5.991399828238082
CHEMBL44362,Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1440.0,nM,5.841637507904751
CHEMBL42085,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,80.0,nM,7.096910013008056
CHEMBL43647,Cc1c(C(Oc2cccc(Cl)c2)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,100000.0,nM,4.0
CHEMBL143776,Fc1ccc(-c2[nH]c(-c3ccc(F)cc3)c3c2C2CCC3C2)cc1,0.08,nM,10.096910013008056
CHEMBL297820,CC(=O)c1ccc(-n2c(C)ccc2-c2ccc(S(C)(=O)=O)cc2)cc1,2870.0,nM,5.542118103266008
CHEMBL42120,O=S(=O)(c1ccccc1)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0
CHEMBL44283,Cc1c(Cl)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,50.0,nM,7.301029995663981
CHEMBL44038,Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,140.0,nM,6.853871964321762
CHEMBL298281,CNS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0
CHEMBL43863,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C(C)C,100000.0,nM,4.0
CHEMBL294971,CC(=O)OCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,470.0,nM,6.327902142064283
CHEMBL44447,CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)n2-c2ccc(F)cc2)cc1,100000.0,nM,4.0
CHEMBL288570,CS(=O)(=O)c1cccc(-n2cccc2-c2ccc(F)cc2)c1,100000.0,nM,4.0
CHEMBL44421,CN(C)S(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0
CHEMBL43755,CN(C)S(=O)(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2ccc(F)cc2)cc1,7500.0,nM,5.1249387366083
CHEMBL91832,CC1(C)C(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,5.0,nM,8.301029995663981
CHEMBL91118,C=C1CC(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,1.2,nM,8.920818753952375
CHEMBL92443,C=C1C(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)C1(C)C,2.2,nM,8.657577319177793
CHEMBL282185,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Cl)cc1,730.0,nM,6.136677139879544
CHEMBL144658,CCCCSc1ccccc1OC(C)=O,34000.0,nM,4.468521082957745
CHEMBL145283,CCCCC#CCSc1ccccc1OC(=O)CC,40000.0,nM,4.3979400086720375
CHEMBL19286,C[C@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,100000.0,nM,4.0
CHEMBL342799,CCCCCCC[Se]c1ccccc1OC(C)=O,12000.0,nM,4.920818753952375
CHEMBL145354,CC(=O)Oc1ccccc1SCCCc1ccccc1,1000000.0,nM,3.0
CHEMBL145493,CCCCCCC[S+]([O-])c1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL344960,CC(=O)Oc1ccccc1SCCCCC(=O)O,50000.0,nM,4.301029995663981
CHEMBL144414,CC(=O)Oc1ccccc1SCCCCC#N,50000.0,nM,4.301029995663981
CHEMBL144547,CCCCC#CCSc1ccccc1OC(=O)CBr,26000.0,nM,4.585026652029182
CHEMBL144944,CC(=O)Oc1ccccc1SC1CCCCCC1,40000.0,nM,4.3979400086720375
CHEMBL143339,CCCCCCCSc1ccccc1OC(C)=O,2000.0,nM,5.698970004336019
CHEMBL328003,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C2)cc1,110.0,nM,6.958607314841775
CHEMBL420987,CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,2.8,nM,8.55284196865778
CHEMBL145598,CCCCCCCCc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL416542,CC(C(=O)O)c1ccc(CC2CCCC2O)cc1,25000.0,nM,4.6020599913279625
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,530.0,nM,6.275724130399211
CHEMBL330516,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O,61.0,nM,7.214670164989233
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,2.1,nM,8.67778070526608
CHEMBL345018,CCCCC#CCSc1ccccc1OC(C)=O,800.0,nM,6.096910013008056
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.9,nM,8.229147988357855
CHEMBL342317,CCSc1ccccc1OC(C)=O,200000.0,nM,3.6989700043360187
CHEMBL357380,CCCCCC#CCSc1ccccc1OC(C)=O,7000.0,nM,5.154901959985743
CHEMBL92154,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,1.1,nM,8.958607314841775
CHEMBL145029,CC(=O)Oc1ccccc1SCCc1ccccc1,100000.0,nM,4.0
CHEMBL358309,CC(=O)Oc1ccccc1SCCCCCBr,9500.0,nM,5.022276394711152
CHEMBL328521,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)C1O,530.0,nM,6.275724130399211
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,120.0,nM,6.920818753952375
CHEMBL144806,CCCCCSc1ccccc1OC(C)=O,5000.0,nM,5.301029995663981
CHEMBL144533,CC(=O)Oc1ccccc1SCCCCCCBr,12000.0,nM,4.920818753952375
CHEMBL145364,CSc1ccccc1OC(C)=O,250000.0,nM,3.6020599913279625
CHEMBL146441,CSc1ccccc1OC(=O)CBr,510000.0,nM,3.2924298239020637
CHEMBL358097,CCCSc1ccccc1OC(C)=O,66000.0,nM,4.180456064458132
CHEMBL144850,CCCCCCCCSc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL143962,CCCCCCCCCSc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL356794,CCCC/C=C/CSc1ccccc1OC(C)=O,11000.0,nM,4.958607314841775
CHEMBL144920,CCCC#CCSc1ccccc1OC(C)=O,3000.0,nM,5.522878745280337
CHEMBL93803,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)CC2)cc1,5000.0,nM,5.301029995663981
CHEMBL144218,CCCCCCSc1ccccc1OC(C)=O,3500.0,nM,5.455931955649724
CHEMBL145180,CC(=O)Oc1ccccc1SCCCCCCI,10000.0,nM,5.0
CHEMBL145138,CCCCCCCN(C)c1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,62500.0,nM,4.204119982655925
CHEMBL144281,CSc1ccccc1OC(=O)CCl,360000.0,nM,3.4436974992327127
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,100000.0,nM,4.0
CHEMBL441414,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,390.0,nM,6.4089353929735005
CHEMBL281910,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Br)cc1,20000.0,nM,4.698970004336019
CHEMBL144913,CSc1ccccc1OC(=O)C(F)(F)F,260000.0,nM,3.585026652029182
CHEMBL358783,CCCCCCCS(=O)(=O)c1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL145220,CC(=O)Oc1ccccc1SCc1ccccc1,250000.0,nM,3.6020599913279625
CHEMBL282096,CS(=O)(=O)c1ccc2c(c1)cc(C(=O)O)n2Cc1ccc(Cl)cc1,20000.0,nM,4.698970004336019
CHEMBL145647,CCCOCCCSc1ccccc1OC(C)=O,50000.0,nM,4.301029995663981
CHEMBL344089,CCCCC#CCSc1ccccc1OC(=O)CN,40000.0,nM,4.3979400086720375
CHEMBL144840,CCC(=O)Oc1ccccc1SC,1000000.0,nM,3.0
CHEMBL145626,CC(=O)Oc1ccccc1SCCCOc1ccccc1,1000000.0,nM,3.0
CHEMBL145412,CCCC#CCCSc1ccccc1OC(C)=O,6500.0,nM,5.187086643357144
CHEMBL417452,C[C@@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,100000.0,nM,4.0
CHEMBL356093,CC(=O)Oc1ccccc1SC1CCCCC1,40000.0,nM,4.3979400086720375
CHEMBL92485,CC1(C)C(=O)C(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,96.0,nM,7.017728766960431
CHEMBL285975,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,650.0,nM,6.187086643357144
CHEMBL145646,CCCCCCCOc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL145071,CC(=O)Oc1ccccc1SCCCCCC(=O)O,50000.0,nM,4.301029995663981
CHEMBL144232,CC#CCSc1ccccc1OC(C)=O,20000.0,nM,4.698970004336019
CHEMBL282177,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc([N+](=O)[O-])cc1,20000.0,nM,4.698970004336019
CHEMBL145727,CCC#CCSc1ccccc1OC(C)=O,5000.0,nM,5.301029995663981
CHEMBL90988,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C23CCCC3)cc1,12.0,nM,7.920818753952375
CHEMBL18264,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,230.0,nM,6.638272163982407
CHEMBL146005,CC(=O)OCCCCCSc1ccccc1OC(C)=O,50000.0,nM,4.301029995663981
CHEMBL143113,C#CCSc1ccccc1OC(C)=O,25000.0,nM,4.6020599913279625
CHEMBL18883,C[C@@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,100000.0,nM,4.0
CHEMBL145247,CCCCOCCSc1ccccc1OC(C)=O,7000.0,nM,5.154901959985743
CHEMBL144515,CCCCC#CC(C)Sc1ccccc1OC(C)=O,7000.0,nM,5.154901959985743
CHEMBL143340,CCCCC#CCOc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375
CHEMBL282643,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Br)cc1,3720.0,nM,5.429457060118103
CHEMBL281014,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc([N+](=O)[O-])cc1,20000.0,nM,4.698970004336019
CHEMBL31060,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(OC)cc1,780.0,nM,6.107905397309519
CHEMBL145358,CC(=O)Oc1ccccc1SCCCCCO,50000.0,nM,4.301029995663981
CHEMBL347187,COc1ccc(NNC(=O)c2ccc(Cl)cc2)cc1,130.0,nM,6.886056647693163
CHEMBL154839,COc1ccc(C(=O)NNc2ccc(Cl)cc2)cc1,470.0,nM,6.327902142064283
CHEMBL110331,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)n1,416.87,nM,6.3799993576999325
CHEMBL323954,Cn1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c2ccccc21,1096.48,nM,5.95999928552668
CHEMBL421417,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccs2)cc1,467.74,nM,6.329995488683631
CHEMBL110660,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)no1,407.38,nM,6.390000296157769
CHEMBL274893,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,25.7,nM,7.590066876668706
CHEMBL109486,COCc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,6606.93,nM,5.180000294489514
CHEMBL54649,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1F,20.89,nM,7.680061560019691
CHEMBL52872,CN(C)c1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,6.026,nM,8.219970872662662
CHEMBL29136,N#Cc1cc(-c2ccc(F)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1,338.84,nM,6.470005326930858
CHEMBL29472,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)s2)cc1,12.02,nM,7.92009553233328
CHEMBL88649,NS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1,128.82,nM,6.890016705180107
CHEMBL119001,CS(=O)(=O)c1ccc(-c2cnc(CF)n2-c2ccc(F)cc2)cc1,10000.0,nM,5.0
CHEMBL324509,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,4.0,nM,8.397940008672037
CHEMBL422530,O=C(NNc1ccc(Cl)cc1)c1ccc(Cl)cc1,340.0,nM,6.468521082957745
CHEMBL347267,O=C(NNc1ccc(Cl)cc1)c1ccccc1,530.0,nM,6.275724130399211
CHEMBL44977,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F,331.13,nM,6.480001470881152
CHEMBL43089,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,457.09,nM,6.339998279897117
CHEMBL43553,CN(C)c1c(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,141.25,nM,6.850011543508524
CHEMBL322136,Cc1cncc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,1819.7,nM,5.740000204918113
CHEMBL327078,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)nc1,724.44,nM,6.139997578098902
CHEMBL54945,CS(=O)(=O)c1ccc(-c2cc(Cl)c(Cl)cc2-c2ccc(F)cc2)cc1,239.88,nM,6.620005959834258
CHEMBL110612,Cc1ccncc1-c1cc(F)c(F)cc1-c1ccc(S(C)(=O)=O)cc1,169.82,nM,6.770011163455189
CHEMBL29839,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,7.943,nM,8.100015437450608
CHEMBL28881,CN(C)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.677,nM,8.330032630091496
CHEMBL29133,Cc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,21.88,nM,7.659952682338607
CHEMBL274990,CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,100.0,nM,7.0
CHEMBL119002,CS(=O)(=O)c1ccc(-c2cnc(CO)n2-c2ccc(F)cc2)cc1,10000.0,nM,5.0
CHEMBL331148,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,16.0,nM,7.795880017344075
CHEMBL333084,CC(C)Oc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,10000.0,nM,5.0
CHEMBL324700,CCS(=O)(=O)c1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,10000.0,nM,5.0
CHEMBL117708,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(N)cc2)cc1,187.0,nM,6.728158393463501
CHEMBL156533,CS(=O)(=O)c1ccc(-n2nc(-c3ccc(Cl)cc3)c3c2CCCC3)cc1,10000.0,nM,5.0
CHEMBL111562,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1,1.995,nM,8.700057099977233
CHEMBL42561,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,158.49,nM,6.799998134593398
CHEMBL415895,CS(=O)(=O)c1ccc(-n2cc(C#N)nc2-c2ccc(Cl)cc2)cc1,229.09,nM,6.639993867770902
CHEMBL320790,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc3c2OCO3)cc1,467.74,nM,6.329995488683631
CHEMBL320784,CC1(C)CC(c2ccc(Cl)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,7.079,nM,8.15002808767115
CHEMBL322949,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CCC2)cc1,30.2,nM,7.519993057042849
CHEMBL28528,Cc1ccc(-c2c(C#N)cnn2-c2ccc(S(N)(=O)=O)cc2)cc1,75.86,nM,7.119987161633229
CHEMBL29403,Cc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc2c1OCO2,52.48,nM,7.280006173632396
CHEMBL314225,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CC3(CC3)C2)cc1,3.02,nM,8.51999305704285
CHEMBL333170,CCc1ncn(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,10000.0,nM,5.0
CHEMBL116343,Cc1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,51.0,nM,7.292429823902063
CHEMBL156256,Clc1ccc(-c2nn(-c3ccccc3)c3c2CCCC3)cc1,620.0,nM,6.2076083105017466
CHEMBL155887,COc1ccc(-c2nn(-c3ccccc3)c3c2CCCCC3)cc1,1240.0,nM,5.906578314837765
CHEMBL46712,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,60.26,nM,7.219970872662661
CHEMBL42094,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(C(F)(F)F)c2)cc1,208.93,nM,6.679999195735272
CHEMBL42398,Cc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,30.2,nM,7.519993057042849
CHEMBL43331,COc1c(C)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C,724.44,nM,6.139997578098902
CHEMBL54370,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,3.981,nM,8.400007822415901
CHEMBL29717,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)c(Cl)c2)cc1,15.14,nM,7.819874124835946
CHEMBL281978,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2Cl)cc1,56.23,nM,7.250031916490597
CHEMBL282301,NS(=O)(=O)c1ccc(-n2ncc(Cl)c2-c2ccccc2)cc1,48.98,nM,7.309981219211305
CHEMBL285335,NS(=O)(=O)c1ccc(-n2nc(CF)cc2-c2ccccc2)cc1,199.53,nM,6.699991797446187
CHEMBL29500,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCC3)cc1,30.9,nM,7.510041520575165
CHEMBL88550,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1F,10.0,nM,8.0
CHEMBL326577,CS(=O)(=O)c1ccc(-n2cnc(Br)c2-c2ccc(F)cc2)cc1,36.0,nM,7.443697499232712
CHEMBL324957,Cc1ncn(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,144.0,nM,6.841637507904751
CHEMBL117528,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c(F)c1,15.0,nM,7.823908740944319
CHEMBL110846,NS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)c(F)c3)CCC2)cc1,169.82,nM,6.770011163455189
CHEMBL42225,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2)cc1,120.23,nM,6.919987152892072
CHEMBL42996,CN(C)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,707.95,nM,6.149997413907539
CHEMBL296515,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,5754.4,nM,5.2399999527072705
CHEMBL296984,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2)cc1,39.81,nM,7.400007822415902
CHEMBL42709,Cc1cc(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,39.81,nM,7.400007822415902
CHEMBL326639,Cc1nc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cs1,933.25,nM,6.030002001401658
CHEMBL109030,CS(=O)(=O)c1ccc(C2=C(c3ccc(C(F)(F)F)cc3)CCC2)cc1,870.96,nM,6.060001790087838
CHEMBL29445,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccccc2)cc1,128.82,nM,6.890016705180107
CHEMBL29842,COc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,79.43,nM,7.100015437450609
CHEMBL29469,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(c2)CCCS3)cc1,229.09,nM,6.639993867770902
CHEMBL324312,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1,2.0,nM,8.698970004336019
CHEMBL42175,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(Cl)c2)cc1,60.26,nM,7.219970872662661
CHEMBL44468,COc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,346.74,nM,6.459996055149973
CHEMBL43645,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1,398.11,nM,6.399996913372259
CHEMBL44926,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2F)cc1,100.0,nM,7.0
CHEMBL42223,COc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,251.19,nM,6.599997654072044
CHEMBL43493,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C,331.13,nM,6.480001470881152
CHEMBL110574,Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,9549.93,nM,5.019999811738259
CHEMBL110382,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc(Br)cs2)cc1,25.7,nM,7.590066876668706
CHEMBL89578,CC1(C)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,15.14,nM,7.819874124835946
CHEMBL52889,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1OC,338.84,nM,6.470005326930858
CHEMBL29920,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,32.36,nM,7.489991487059766
CHEMBL29844,COc1c(C)cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,66.07,nM,7.179995693191682
CHEMBL418859,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2)cc1,14.0,nM,7.853871964321762
