molecule_chembl_id,canonical_smiles,standard_value,standard_units,pIC50
CHEMBL2018673,COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3C)c(=O)c3c(C)noc23)cc1,2100.0,nM,5.6777807052660805
CHEMBL2018674,CCn1c(Cn2nc(Cc3ccc(OC)cc3)c3onc(C)c3c2=O)n[nH]c1=S,2200.0,nM,5.657577319177793
CHEMBL2018675,COc1ccc(Cc2nn(Cc3n[nH]c(=S)n3-c3ccccc3)c(=O)c3c(C)noc23)cc1,10800.0,nM,4.966576244513051
CHEMBL2023649,O=C(O)Cc1cnc(C(=O)c2ccc(NC(=O)c3ccc(Cl)c(Cl)c3)cc2)c2ccccc12,10000.0,nM,5.0
CHEMBL23588,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,20.0,nM,7.698970004336019
CHEMBL1682202,O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2)c1,100000.0,nM,4.0
CHEMBL2023820,O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])c3ccccc23)c1,100000.0,nM,4.0
CHEMBL1682200,O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1,740.0,nM,6.130768280269024
CHEMBL2023949,CCc1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,5000.0,nM,5.301029995663981
CHEMBL2023948,CCc1sc(Nc2ccc(OC)cc2)nc1C,5000.0,nM,5.301029995663981
CHEMBL1902481,CC(=O)c1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,5000.0,nM,5.301029995663981
CHEMBL2023862,COc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,910.0,nM,6.040958607678906
CHEMBL2023861,COc1cccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)c1,920.0,nM,6.036212172654444
CHEMBL2023860,COc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,930.0,nM,6.031517051446065
CHEMBL2023859,Clc1ccccc1-c1csc(Nc2ccc3c(c2)OCO3)n1,910.0,nM,6.040958607678906
CHEMBL1894768,c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,410.0,nM,6.3872161432802645
CHEMBL2023858,COc1ccc(-c2csc(Nc3ccc(C)cc3)n2)cc1,810.0,nM,6.0915149811213505
CHEMBL1622194,COc1ccc(Nc2nc(-c3ccc(OC)cc3)cs2)cc1,1370.0,nM,5.863279432843593
CHEMBL2023857,COc1ccc(Nc2nc(-c3ccc(C)c(C)c3)cs2)cc1,1200.0,nM,5.920818753952375
CHEMBL1903990,COc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,5000.0,nM,5.301029995663981
CHEMBL1907447,COc1cccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)c1,5000.0,nM,5.301029995663981
CHEMBL1907465,COc1ccccc1-c1csc(Nc2ccc(Oc3ccccc3)cc2)n1,5000.0,nM,5.301029995663981
CHEMBL2023853,Fc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,5000.0,nM,5.301029995663981
CHEMBL2023852,c1ccc(Oc2ccc(Nc3nc(-c4ccccc4)cs3)cc2)cc1,5000.0,nM,5.301029995663981
CHEMBL2023851,COc1ccc(Nc2nc(-c3ccc(Cl)cc3)c(C)s2)cc1,5000.0,nM,5.301029995663981
CHEMBL2023850,CN(c1ccc(O)cc1)c1nc(-c2ccc(Cl)cc2)cs1,1080.0,nM,5.966576244513051
CHEMBL2023848,COc1cccc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1,1390.0,nM,5.856985199745905
CHEMBL2023847,Clc1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1,840.0,nM,6.075720713938118
CHEMBL2023846,Clc1ccc(-c2csc(Nc3ccc(Oc4ccccc4)cc3)n2)cc1,10000.0,nM,5.0
CHEMBL2023950,Cc1nc(Nc2ccc(Oc3ccccc3)cc2)sc1C(C)O,5000.0,nM,5.301029995663981
CHEMBL1201124,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,120.0,nM,6.920818753952375
CHEMBL1682201,CC(=O)c1ccc(Nc2cccc(C(=O)O)c2)cc1,100000.0,nM,4.0
CHEMBL1682204,O=C(O)c1cccc(Nc2ccc(Br)cc2)c1,100000.0,nM,4.0
CHEMBL1682205,CC(C)(C)c1ccc(Nc2cccc(C(=O)O)c2)cc1,100000.0,nM,4.0
CHEMBL2041554,CC(=O)c1ccc(Nc2cccc(C(=O)O)c2)c(C(=O)O)c1,100000.0,nM,4.0
CHEMBL2041555,O=C(O)c1cccc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])c1,100000.0,nM,4.0
CHEMBL2041556,COc1ccc(Nc2cccc(C(=O)O)c2)c([N+](=O)[O-])c1,100000.0,nM,4.0
CHEMBL496464,CSc1ccc(/C=C2\C=C(CC(=O)O)c3cc(F)ccc32)cc1,4000.0,nM,5.3979400086720375
CHEMBL2063728,CC(C(=O)O)c1ccc(N[C@H]2CCC[C@@H]2O)cc1F,14000.0,nM,4.853871964321762
CHEMBL2063730,CC(C(=O)O)c1ccc(NC2CCCC2)cc1F,21300.0,nM,4.671620396561262
CHEMBL2063732,CC(C(=O)O)c1ccc(OC2CCCC2=O)cc1F,24100.0,nM,4.617982957425132
CHEMBL2063734,CC(C(=O)O)c1ccc(OC2CCCC2)cc1F,26300.0,nM,4.580044251510242
CHEMBL2063852,CC(C(=O)O)c1ccc(Cc2ccco2)cc1F,4100.0,nM,5.3872161432802645
CHEMBL2063853,CC(C(=O)O)c1ccc(Cc2cccs2)cc1F,13000.0,nM,4.886056647693163
CHEMBL2063854,CC(C(=O)O)c1ccc(Cc2ccoc2)cc1F,4000.0,nM,5.3979400086720375
CHEMBL2063855,CC(C(=O)O)c1ccc(Cc2ccsc2)cc1F,8300.0,nM,5.080921907623926
CHEMBL2087935,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,78200.0,nM,4.106793246940152
CHEMBL2087936,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,45500.0,nM,4.341988603342887
CHEMBL2087937,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,63000.0,nM,4.200659450546418
CHEMBL2087938,Cc1ccc(C2SCC(=O)N2Nc2ccc(S(N)(=O)=O)cc2)cc1,24500.0,nM,4.610833915635467
CHEMBL2087939,NS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,51800.0,nM,4.285670240254767
CHEMBL2087940,CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccccc2)cc1,20000.0,nM,4.698970004336019
CHEMBL2087941,CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(Cl)cc2)cc1,121700.0,nM,3.914709421769935
CHEMBL2087942,CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(F)cc2)cc1,45400.0,nM,4.342944147142896
CHEMBL2087943,Cc1ccc(C2SCC(=O)N2Nc2ccc(S(C)(=O)=O)cc2)cc1,14400.0,nM,4.841637507904751
CHEMBL2087944,CS(=O)(=O)c1ccc(NN2C(=O)CSC2c2ccc(C(F)(F)F)cc2)cc1,37800.0,nM,4.422508200162775
CHEMBL2146750,CC1CCN([C@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1,27000.0,nM,4.568636235841013
CHEMBL2158356,Cc1c(Cl)cccc1NC(=O)C(C)Oc1cc(=O)oc2ccccc12,74910.0,nM,4.1254602029289895
CHEMBL2158357,CC(Oc1cc(=O)oc2ccccc12)C(=O)NCc1ccccc1,13190.0,nM,4.879755204453635
CHEMBL2158358,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(F)cc1F,16830.0,nM,4.773915884024176
CHEMBL2158359,COc1ccc(NC(=O)C(C)Oc2cc(=O)oc3ccccc23)cc1,38710.0,nM,4.412176828681045
CHEMBL2158360,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(C(F)(F)F)cc1C#N,50250.0,nM,4.298863933907474
CHEMBL2158361,CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCCC1,0.0,nM,inf
CHEMBL2158362,CC(Oc1cc(=O)oc2ccccc12)C(=O)N1CCOCC1,69940.0,nM,4.155274372026774
CHEMBL2158363,COC(=O)C(CC(C)C)NC(=O)C(C)Oc1cc(=O)oc2ccccc12,8250.0,nM,5.0835460514500745
CHEMBL2158364,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1cccc2c(=O)[nH]ccc12,1020.0,nM,5.991399828238082
CHEMBL2158006,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccc(N2CCOCC2=O)cc1,12640.0,nM,4.898252926053634
CHEMBL2158365,CC(Oc1cc(=O)oc2ccccc12)C(=O)Nc1ccncc1,52390.0,nM,4.280751601552054
CHEMBL2158366,CC(Oc1cc(=O)oc2ccccc12)C(=O)NC12CC3CC(C)(CC(C)(C3)C1)C2,8430.0,nM,5.074172425375258
CHEMBL2160143,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(F)cc2)=N1,19400.0,nM,4.7121982700697735
CHEMBL2160149,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccccc2Cl)=N1,18400.0,nM,4.735182176990463
CHEMBL2160150,Cc1ccccc1C1CC(c2ccc(Cl)c(Cl)c2)=NN1C1=NC(=O)CS1,16300.0,nM,4.787812395596042
CHEMBL2160147,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2cccc(Cl)c2)=N1,16100.0,nM,4.79317412396815
CHEMBL2160144,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Cl)cc2)=N1,11700.0,nM,4.931814138253839
CHEMBL2160145,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(Br)cc2)=N1,7600.0,nM,5.119186407719209
CHEMBL2160148,Cc1cccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)c1,7200.0,nM,5.142667503568732
CHEMBL2160140,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3Cl)C2)cc1C,7200.0,nM,5.142667503568732
CHEMBL2158024,COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,6800.0,nM,5.167491087293763
CHEMBL2159922,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(F)cc3)C2)cc1C,6400.0,nM,5.1938200260161125
CHEMBL2160141,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3C)C2)cc1C,6300.0,nM,5.200659450546418
CHEMBL2159927,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3cccc(Cl)c3)C2)cc1C,5200.0,nM,5.2839966563652006
CHEMBL2160146,Cc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C2=NC(=O)CS2)cc1,4700.0,nM,5.327902142064283
CHEMBL2159923,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1C,4500.0,nM,5.346787486224656
CHEMBL2159926,COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,2900.0,nM,5.5376020021010435
CHEMBL2160142,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccccc2)=N1,2700.0,nM,5.568636235841013
CHEMBL2160139,Cc1cccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)c1,2700.0,nM,5.568636235841013
CHEMBL2159924,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1C,1800.0,nM,5.7447274948966935
CHEMBL2159925,Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C2=NC(=O)CS2)cc1,1200.0,nM,5.920818753952375
CHEMBL2159921,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1C,500.0,nM,6.301029995663981
CHEMBL2171254,C[C@@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,100000.0,nM,4.0
CHEMBL2171253,C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,2500.0,nM,5.6020599913279625
CHEMBL2171252,C[C@@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,100000.0,nM,4.0
CHEMBL2171251,C[C@H](C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,46500.0,nM,4.3325470471100465
CHEMBL2171250,C[C@@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,100000.0,nM,4.0
CHEMBL2171249,C[C@H](C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,5300.0,nM,5.275724130399211
CHEMBL2171248,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cscn3)c2c1,100000.0,nM,4.0
CHEMBL2171247,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3c[nH]cn3)c2c1,100000.0,nM,4.0
CHEMBL2171246,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cocn3)c2c1,27800.0,nM,4.555955204081924
CHEMBL2171245,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)c(Cl)c3)c2c1,100000.0,nM,4.0
CHEMBL2171244,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3Cl)c2c1,100000.0,nM,4.0
CHEMBL2171243,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3cccc(Cl)c3)c2c1,100000.0,nM,4.0
CHEMBL2171242,COc1ccc(C(=O)n2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1,100000.0,nM,4.0
CHEMBL2171241,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(F)cc3)c2c1,100000.0,nM,4.0
CHEMBL2171272,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccc(Cl)cc3)c2c1,72300.0,nM,4.140861702705469
CHEMBL2171271,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)c3ccccc3)c2c1,100000.0,nM,4.0
CHEMBL2171270,CC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL2171269,CCCCCCOC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL2171268,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)NC3CCCCC3)c2c1,100000.0,nM,4.0
CHEMBL2171267,CCCCCCN(C)C(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL2171266,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C(=O)Nc3ccc(Cl)cc3)c2c1,100000.0,nM,4.0
CHEMBL2171265,CCCCCCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL2171264,CCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL2171263,CNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL2171262,CCCCCCNC(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL374646,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(S(=O)(=O)c3ccc(Cl)cc3)c2c1,100000.0,nM,4.0
CHEMBL2171261,CCCCCCS(=O)(=O)n1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL2171260,COc1ccccc1Cn1c2ccc(Cl)cc2c2ccc(C(C)C(=O)O)cc21,100000.0,nM,4.0
CHEMBL216986,COc1cccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)c1,100000.0,nM,4.0
CHEMBL2171259,COc1ccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)cc1,100000.0,nM,4.0
CHEMBL2171258,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(Cl)cc3)c2c1,100000.0,nM,4.0
CHEMBL2171257,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccc(C#N)cc3)c2c1,100000.0,nM,4.0
CHEMBL2171256,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(Cc3ccccc3)c2c1,100000.0,nM,4.0
CHEMBL2171255,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(C)c2c1,100000.0,nM,4.0
CHEMBL2171276,CC(C(=O)Nc1ccccc1)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,100000.0,nM,4.0
CHEMBL2171275,CC(C(=O)NCCO)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,100000.0,nM,4.0
CHEMBL2171274,COC(=O)C(C)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,100000.0,nM,4.0
CHEMBL2171273,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccccc12,100000.0,nM,4.0
CHEMBL2204564,COc1ccc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)cc1,10000.0,nM,5.0
CHEMBL2204556,Cc1ccc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)cc1,12800.0,nM,4.892790030352131
CHEMBL2234866,Cn1cccc1CCCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,251258.06,nM,3.5998799978007905
CHEMBL2234865,CS(=O)(=O)c1ccc(-c2nc(NCCCc3cccs3)cc(C(F)(F)F)n2)cc1,826456.5,nM,3.0827800002983814
CHEMBL2234864,CS(=O)(=O)c1ccc(-c2nc(NC3CC=CCC3)cc(C(F)(F)F)n2)cc1,30395549.56,nM,1.517190000043388
CHEMBL2261940,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)SC(Br)C2)cc1,1995262.31,nM,2.7000000010815404
CHEMBL2262934,Cc1c(CC(=O)O)cc(-c2ccccc2)cc1-c1ccccc1,120000.0,nM,3.9208187539523753
CHEMBL361848,CS(=O)(=O)c1ccc(C=C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)cc1,2000.0,nM,5.698970004336019
CHEMBL179723,CS(=O)(=O)c1ccc(C=C(c2ccc(F)cc2)c2ccc(F)cc2)cc1,32000.0,nM,4.494850021680094
CHEMBL179204,Cc1ccc(C(=Cc2ccc(S(C)(=O)=O)cc2)c2ccc(C)cc2)cc1,31600.0,nM,4.5003129173815966
CHEMBL2283174,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(Cl)cc2)cc1,114.0,nM,6.943095148663527
CHEMBL2283173,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)c(F)c2)cc1,970.0,nM,6.013228265733755
CHEMBL2283172,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)cc2)cc1,32.0,nM,7.494850021680094
CHEMBL2283171,Cc1ccc(/C(=C/c2ccc(S(C)(=O)=O)cc2)c2ccccc2)cc1,120.0,nM,6.920818753952375
CHEMBL2283170,CCCC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(C(C)=O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,100000.0,nM,4.0
CHEMBL2283169,CCCC/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3300.0,nM,5.481486060122113
CHEMBL2283168,CC/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,32000.0,nM,4.494850021680094
CHEMBL2283167,C/C(=C(\c1ccccc1)c1ccc(S(C)(=O)=O)cc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3600.0,nM,5.443697499232712
CHEMBL2283166,CCCC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,360.0,nM,6.443697499232712
CHEMBL2283165,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(S(C)(=O)=O)cc3)c2)cc1,2100.0,nM,5.6777807052660805
CHEMBL2283164,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(S(C)(=O)=O)cc3)cc2)cc1,320.0,nM,6.494850021680094
CHEMBL2283163,CC(C)Oc1ccc(-c2cccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)c2)cc1,100000.0,nM,4.0
CHEMBL2283162,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(-c3ccc(F)cc3F)c2)cc1,100000.0,nM,4.0
CHEMBL2283161,CC(C)Oc1ccc(-c2ccc(/C(=C\c3ccc(S(C)(=O)=O)cc3)C(=O)O)cc2)cc1,320.0,nM,6.494850021680094
CHEMBL2283160,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(-c3ccc(F)cc3F)cc2)cc1,320.0,nM,6.494850021680094
CHEMBL2283159,CC(=O)Nc1ccc(/C(=C\c2ccc(S(C)(=O)=O)cc2)C(=O)O)cc1,2500.0,nM,5.6020599913279625
CHEMBL2283158,CC/C(=C(\c1ccccc1)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)c1ccc(S(C)(=O)=O)cc1,1770.0,nM,5.752026733638194
CHEMBL2283157,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(O)cc2)cc1,5300.0,nM,5.275724130399211
CHEMBL407035,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccc(F)cc2)cc1,36000.0,nM,4.443697499232712
CHEMBL2283156,CCCCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,150.0,nM,6.823908740944319
CHEMBL2283155,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2cccc(Br)c2)cc1,310.0,nM,6.508638306165727
CHEMBL405127,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccccc2)cc1,3000.0,nM,5.522878745280337
CHEMBL2283154,CC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,30.0,nM,7.522878745280337
CHEMBL2283153,CCCCCCC/C(=C(\c1ccccc1)c1ccc(OC(C)=O)cc1)c1ccc(S(C)(=O)=O)cc1,7900.0,nM,5.102372908709558
CHEMBL2283152,CCCCC(=C(c1ccccc1)c1ccccc1)c1ccccc1,7900.0,nM,5.102372908709558
CHEMBL2283151,CS(=O)(=O)c1ccc(C=C(c2ccccc2)c2ccccc2)cc1,310.0,nM,6.508638306165727
CHEMBL2283150,CC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,630.0,nM,6.200659450546418
CHEMBL2283149,CCCCCC(=C(c1ccccc1)c1ccccc1)c1ccc(S(C)(=O)=O)cc1,2000.0,nM,5.698970004336019
CHEMBL2283148,CC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,280.0,nM,6.552841968657781
CHEMBL2283181,CCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,1000.0,nM,6.0
CHEMBL2283180,CCCCCC/C(=C(\c1ccccc1)c1ccc(N=[N+]=[N-])cc1)c1ccccc1,110.0,nM,6.958607314841775
CHEMBL2283179,CS(=O)(=O)Nc1ccc(/C(=C(\c2ccccc2)C2CCCCC2)c2ccccc2)cc1,100000.0,nM,4.0
CHEMBL2283178,C/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,33100.0,nM,4.480172006224281
CHEMBL2283177,CC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,1800.0,nM,5.7447274948966935
CHEMBL2283176,CCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,320.0,nM,6.494850021680094
CHEMBL2283175,CCCCCC/C(=C(\c1ccccc1)c1ccc(NS(C)(=O)=O)cc1)c1ccccc1,30.0,nM,7.522878745280337
CHEMBL2315327,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21c2ccccc2C(=O)N1CCNS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C)cc2)cc1,3900.0,nM,5.4089353929735005
CHEMBL2315326,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCNS(=O)(=O)c3cccc4c(N(C)C)cccc34)cc2)cc1,1100.0,nM,5.958607314841775
CHEMBL2315325,CN(C)c1cccc2c(S(=O)(=O)NCCNS(=O)(=O)c3ccc(C4=C(c5ccc(Cl)cc5)C(=O)OC4)cc3)cccc12,7200.0,nM,5.142667503568732
CHEMBL2311577,CC(C)Cc1ccc(C(C)C(=O)OCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1,9200.0,nM,5.036212172654444
CHEMBL2315019,COc1ccc2cc([C@H](C)C(=O)n3c4ccccc4c(=O)c4ccccc43)ccc2c1,9800.0,nM,5.008773924307505
CHEMBL2315018,CC(C)Cc1ccc(C(C)C(=O)n2c3ccccc3c(=O)c3ccccc32)cc1,1800.0,nM,5.7447274948966935
CHEMBL2315017,O=c1c2ccccc2n(CCOS(=O)(=O)c2ccc(C(F)(F)F)cc2)c2ccccc12,590.0,nM,6.229147988357855
CHEMBL2315016,CC(=O)Oc1ccccc1C(=O)OCCn1c2ccccc2c(=O)c2ccccc21,21200.0,nM,4.673664139071248
CHEMBL2315015,COc1ccc2cc([C@H](C)C(=O)OCCn3c4ccccc4c(=O)c4ccccc43)ccc2c1,6800.0,nM,5.167491087293763
CHEMBL2315014,CC(C)Cc1ccc(C(C)C(=O)OCCn2c3ccccc3c(=O)c3ccccc32)cc1,670.0,nM,6.173925197299173
CHEMBL2315853,O=C(N[C@H]1CCC[C@@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,934.0,nM,6.029653123769907
CHEMBL2315877,O=C(NC1CCCC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,100000.0,nM,4.0
CHEMBL2315854,O=C(N[C@@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,27400.0,nM,4.562249437179612
CHEMBL2315855,O=C(N[C@H]1CCC[C@H]1OCc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,76600.0,nM,4.115771230367396
CHEMBL2315856,O=C(N[C@H]1CCC[C@@H]1COc1ccccc1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,33600.0,nM,4.473660722610156
CHEMBL2315861,O=C(N[C@H]1CC[C@@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,11100.0,nM,4.954677021213342
CHEMBL2315860,O=C(N[C@H]1CC[C@H](CO)CC1)C1CCN(c2nc3cc(Cl)ccc3o2)CC1,10000.0,nM,5.0
CHEMBL2333741,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)O)cc1,6890.0,nM,5.161780778092374
