molecule_chembl_id,canonical_smiles,standard_value,standard_units,pIC50,mol,MolWt,LogP,HDonors,HAcceptors,TPSA
CHEMBL297008,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,60.0,nM,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x000001624A693300>,311.406,3.856220000000003,0,2,39.07
CHEMBL289813,Cc1c(C=O)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,3230.0,nM,5.490797477668897,<rdkit.Chem.rdchem.Mol object at 0x000001624A693370>,357.40600000000006,3.807820000000002,0,3,56.14
CHEMBL43736,Cc1c(COc2cccc(Cl)c2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,80.0,nM,7.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x000001624A6933E0>,469.96500000000015,6.227720000000005,0,3,48.300000000000004
CHEMBL140167,Fc1ccc(-c2[nH]c(-c3ccc(F)cc3)c3c2C2CCC3CC2)cc1,0.12,nM,9.920818753952377,<rdkit.Chem.rdchem.Mol object at 0x000001624A693450>,335.3970000000001,6.381700000000004,1,0,15.79
CHEMBL44194,CCc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6934C0>,343.423,4.249300000000003,0,2,39.07
CHEMBL44290,CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,1610.0,nM,5.79317412396815,<rdkit.Chem.rdchem.Mol object at 0x000001624A693530>,371.43300000000005,4.197920000000003,0,3,56.14
CHEMBL288773,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1Cc1ccc(F)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6935A0>,343.423,4.054420000000003,0,2,39.07
CHEMBL44068,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)[nH]1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A693610>,235.308,2.3936200000000003,1,2,49.93
CHEMBL44367,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1Cl,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A693680>,349.8140000000001,4.340300000000003,0,2,39.07
CHEMBL297409,CCCCn1c(C)ccc1-c1ccc(S(C)(=O)=O)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6936F0>,291.416,3.6671200000000024,0,2,39.07
CHEMBL43737,Cc1ccc(-n2c(C)ccc2-c2ccc(S(C)(=O)=O)cc2)cc1,40.0,nM,7.397940008672037,<rdkit.Chem.rdchem.Mol object at 0x000001624A693760>,325.43300000000005,4.164640000000003,0,2,39.07
CHEMBL43511,NS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,14.0,nM,7.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x000001624A6937D0>,316.357,2.9308000000000014,1,2,65.09
CHEMBL42801,Cc1c(CN(C)C)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A693840>,386.492,4.056920000000003,0,3,42.31
CHEMBL1316,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,102.0,nM,6.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x000001624A6938B0>,273.719,4.162600000000002,2,1,53.089999999999996
CHEMBL40245,Cc1c(Br)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,20.0,nM,7.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001624A693920>,408.29200000000014,4.757820000000003,0,2,39.07
CHEMBL43210,CS(=O)(=O)c1ccc(-c2cccn2-c2ccc(F)cc2)cc1,10200.0,nM,4.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x000001624A693990>,315.369,3.6869000000000023,0,2,39.07
CHEMBL298231,CS(=O)(=O)c1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(F)cc2)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A693A00>,387.432,3.704100000000002,1,3,76.37
CHEMBL44101,Cc1c(CO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,3880.0,nM,5.411168274405793,<rdkit.Chem.rdchem.Mol object at 0x000001624A693A70>,359.422,3.4876200000000024,1,3,59.3
CHEMBL44152,Cc1c(COc2ccc(Cl)cc2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,30.0,nM,7.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000001624A693AE0>,469.96500000000015,6.227720000000005,0,3,48.300000000000004
CHEMBL43664,COc1ccc(-c2ccc(CCC(=O)O)n2-c2ccc(C(C)=O)cc2)cc1,4600.0,nM,5.337242168318426,<rdkit.Chem.rdchem.Mol object at 0x000001624A693B50>,363.41300000000007,4.372700000000003,1,3,68.53
CHEMBL298208,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)c(F)c1,250.0,nM,6.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000001624A693BC0>,347.386,4.134420000000003,0,2,39.07
CHEMBL43002,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,60.0,nM,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x000001624A693C30>,329.396,3.995320000000003,0,2,39.07
CHEMBL42121,CCS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A693CA0>,329.396,4.077000000000003,0,2,39.07
CHEMBL42409,Cc1c(C(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,120.0,nM,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001624A693D10>,425.40300000000013,4.740320000000003,0,3,56.14
CHEMBL43957,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,510.0,nM,6.292429823902063,<rdkit.Chem.rdchem.Mol object at 0x000001624A693D80>,315.369,3.6869000000000023,0,2,39.07
CHEMBL43366,Cc1c(C#N)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,750.0,nM,6.1249387366083,<rdkit.Chem.rdchem.Mol object at 0x000001624A693DF0>,354.406,3.8670000000000027,0,3,62.86
CHEMBL296307,Cc1ccc(-c2ccc(F)cc2)n1-c1ccc(S(C)(=O)=O)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A693E60>,329.3960000000001,3.995320000000003,0,2,39.07
CHEMBL43864,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C1CCCCC1,520.0,nM,6.2839966563652006,<rdkit.Chem.rdchem.Mol object at 0x000001624A693ED0>,317.4540000000002,4.372220000000004,0,2,39.07
CHEMBL44244,Cc1c(S(=O)(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,60.0,nM,7.221848749616356,<rdkit.Chem.rdchem.Mol object at 0x000001624A693F40>,461.4580000000001,4.288820000000003,0,4,73.21000000000001
CHEMBL44313,Cc1c(C(=O)c2ccccc2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1020.0,nM,5.991399828238082,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC040>,433.50400000000013,5.226320000000004,0,3,56.14
CHEMBL44362,Cc1c(C(O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,1440.0,nM,5.841637507904751,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC0B0>,427.41900000000015,4.591020000000003,1,3,59.3
CHEMBL42085,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,80.0,nM,7.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC120>,379.403,4.875020000000004,0,2,39.07
CHEMBL43647,Cc1c(C(Oc2cccc(Cl)c2)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC190>,537.9620000000002,7.3311200000000065,0,3,48.300000000000004
CHEMBL143776,Fc1ccc(-c2[nH]c(-c3ccc(F)cc3)c3c2C2CCC3C2)cc1,0.08,nM,10.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC200>,321.37000000000006,5.991600000000004,1,0,15.79
CHEMBL297820,CC(=O)c1ccc(-n2c(C)ccc2-c2ccc(S(C)(=O)=O)cc2)cc1,2870.0,nM,5.542118103266008,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC270>,353.4430000000001,4.058820000000003,0,3,56.14
CHEMBL42120,O=S(=O)(c1ccccc1)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC2E0>,377.44000000000005,5.116200000000004,0,2,39.07
CHEMBL44283,Cc1c(Cl)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,50.0,nM,7.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC350>,363.84100000000007,4.648720000000003,0,2,39.07
CHEMBL44038,Cc1c(CC(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,140.0,nM,6.853871964321762,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC3C0>,411.42000000000013,5.100120000000004,0,2,39.07
CHEMBL298281,CNS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC430>,330.384,3.1915000000000013,1,2,51.1
CHEMBL43863,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1C(C)C,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC4A0>,277.389,3.4479200000000025,0,2,39.07
CHEMBL294971,CC(=O)OCc1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,470.0,nM,6.327902142064283,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC510>,401.4590000000001,4.0584200000000035,0,4,65.37
CHEMBL44447,CS(=O)(=O)c1ccc(-c2ccc(C(F)(F)F)n2-c2ccc(F)cc2)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC580>,383.36600000000004,4.705700000000003,0,2,39.07
CHEMBL288570,CS(=O)(=O)c1cccc(-n2cccc2-c2ccc(F)cc2)c1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC5F0>,315.369,3.6869000000000023,0,2,39.07
CHEMBL44421,CN(C)S(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC660>,344.41100000000006,3.5337000000000023,0,2,42.31
CHEMBL43755,CN(C)S(=O)(=O)c1ccc(-n2c(CCC(=O)O)ccc2-c2ccc(F)cc2)cc1,7500.0,nM,5.1249387366083,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC6D0>,416.47400000000005,3.550900000000002,1,3,79.61
CHEMBL91832,CC1(C)C(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,5.0,nM,8.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC740>,344.40700000000004,3.7489000000000026,0,3,51.21
CHEMBL91118,C=C1CC(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,1.2,nM,8.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC7B0>,296.39099999999996,3.9608000000000025,0,2,34.14
CHEMBL92443,C=C1C(c2ccccc2)=C(c2ccc(S(C)(=O)=O)cc2)C1(C)C,2.2,nM,8.657577319177793,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC820>,324.44500000000005,4.596900000000003,0,2,34.14
CHEMBL282185,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Cl)cc1,730.0,nM,6.136677139879544,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC890>,391.8320000000001,3.173300000000002,0,5,82.44
CHEMBL144658,CCCCSc1ccccc1OC(C)=O,34000.0,nM,4.468521082957745,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC900>,224.32499999999996,3.504100000000002,0,3,26.3
CHEMBL145283,CCCCC#CCSc1ccccc1OC(=O)CC,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC970>,276.40100000000007,4.287700000000004,0,3,26.3
CHEMBL19286,C[C@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AC9E0>,248.32199999999995,2.5782000000000007,2,2,57.53
CHEMBL342799,CCCCCCC[Se]c1ccccc1OC(C)=O,12000.0,nM,4.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACA50>,313.2990000000001,3.3301000000000025,0,2,26.3
CHEMBL145354,CC(=O)Oc1ccccc1SCCCc1ccccc1,1000000.0,nM,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACAC0>,286.39599999999996,4.336800000000004,0,3,26.3
CHEMBL145493,CCCCCCC[S+]([O-])c1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACB30>,282.40500000000003,3.6899000000000024,0,3,49.36
CHEMBL344960,CC(=O)Oc1ccccc1SCCCCC(=O)O,50000.0,nM,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACBA0>,268.3339999999999,2.9589000000000008,1,4,63.60000000000001
CHEMBL144414,CC(=O)Oc1ccccc1SCCCCC#N,50000.0,nM,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACC10>,249.33499999999992,3.3978800000000025,0,4,50.09
CHEMBL144547,CCCCC#CCSc1ccccc1OC(=O)CBr,26000.0,nM,4.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACC80>,341.27000000000004,4.272600000000003,0,3,26.3
CHEMBL144944,CC(=O)Oc1ccccc1SC1CCCCCC1,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACCF0>,264.38999999999993,4.426800000000004,0,3,26.3
CHEMBL143339,CCCCCCCSc1ccccc1OC(C)=O,2000.0,nM,5.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACD60>,266.406,4.674400000000004,0,3,26.3
CHEMBL328003,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C2)cc1,110.0,nM,6.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACDD0>,298.36300000000006,2.973700000000002,0,3,51.21
CHEMBL420987,CC1(C)C(=O)C(c2ccccc2)=C1c1ccc(S(C)(=O)=O)cc1,2.8,nM,8.55284196865778,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACE40>,326.4170000000001,3.6098000000000026,0,3,51.21
CHEMBL145598,CCCCCCCCc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACEB0>,248.366,4.5149000000000035,0,2,26.3
CHEMBL416542,CC(C(=O)O)c1ccc(CC2CCCC2O)cc1,25000.0,nM,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACF20>,248.32199999999995,2.5782000000000007,2,2,57.53
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,530.0,nM,6.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ACF90>,314.3620000000001,2.5577000000000005,0,4,60.44
CHEMBL330516,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)/C1=N/O,61.0,nM,7.214670164989233,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD000>,341.432,3.8709000000000024,1,4,66.73
CHEMBL42485,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,2.1,nM,8.67778070526608,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD070>,411.31700000000006,5.3872000000000035,0,3,34.14
CHEMBL345018,CCCCC#CCSc1ccccc1OC(C)=O,800.0,nM,6.096910013008056,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD0E0>,262.374,3.8976000000000033,0,3,26.3
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,5.9,nM,8.229147988357855,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD150>,357.793,3.9273200000000026,1,3,68.53
CHEMBL342317,CCSc1ccccc1OC(C)=O,200000.0,nM,3.6989700043360183,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD1C0>,196.27099999999996,2.7239000000000004,0,3,26.3
CHEMBL357380,CCCCCC#CCSc1ccccc1OC(C)=O,7000.0,nM,5.154901959985743,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD230>,276.401,4.287700000000004,0,3,26.3
CHEMBL92154,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,1.1,nM,8.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD2A0>,342.4350000000002,4.714000000000004,0,2,34.14
CHEMBL145029,CC(=O)Oc1ccccc1SCCc1ccccc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD310>,272.36899999999997,3.9467000000000025,0,3,26.3
CHEMBL358309,CC(=O)Oc1ccccc1SCCCCCBr,9500.0,nM,5.022276394711152,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD380>,317.24799999999993,4.269200000000003,0,3,26.3
CHEMBL328521,CC1(C)C(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)C1O,530.0,nM,6.275724130399211,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD3F0>,328.433,3.4016000000000024,1,3,54.370000000000005
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,120.0,nM,6.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD460>,381.3790000000001,3.5139200000000006,1,3,77.98
CHEMBL144806,CCCCCSc1ccccc1OC(C)=O,5000.0,nM,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD4D0>,238.352,3.894200000000003,0,3,26.3
CHEMBL144533,CC(=O)Oc1ccccc1SCCCCCCBr,12000.0,nM,4.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD540>,331.27499999999986,4.6593000000000035,0,3,26.3
CHEMBL145364,CSc1ccccc1OC(C)=O,250000.0,nM,3.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD5B0>,182.24399999999994,2.3338,0,3,26.3
CHEMBL146441,CSc1ccccc1OC(=O)CBr,510000.0,nM,3.292429823902064,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD620>,261.13999999999993,2.708800000000001,0,3,26.3
CHEMBL358097,CCCSc1ccccc1OC(C)=O,66000.0,nM,4.180456064458132,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD690>,210.29799999999994,3.1140000000000017,0,3,26.3
CHEMBL144850,CCCCCCCCSc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD700>,280.43300000000005,5.064500000000005,0,3,26.3
CHEMBL143962,CCCCCCCCCSc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD770>,294.4600000000001,5.4546000000000054,0,3,26.3
CHEMBL356794,CCCC/C=C/CSc1ccccc1OC(C)=O,11000.0,nM,4.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD7E0>,264.39,4.450400000000004,0,3,26.3
CHEMBL144920,CCCC#CCSc1ccccc1OC(C)=O,3000.0,nM,5.522878745280337,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD850>,248.34699999999998,3.507500000000002,0,3,26.3
CHEMBL93803,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)CC2)cc1,5000.0,nM,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD8C0>,284.38000000000005,3.7947000000000024,0,2,34.14
CHEMBL144218,CCCCCCSc1ccccc1OC(C)=O,3500.0,nM,5.455931955649724,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD930>,252.379,4.2843000000000035,0,3,26.3
CHEMBL145180,CC(=O)Oc1ccccc1SCCCCCCI,10000.0,nM,5.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AD9A0>,378.27499999999986,4.699400000000003,0,3,26.3
CHEMBL145138,CCCCCCCN(C)c1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADA10>,263.38100000000003,4.018500000000003,0,3,29.54
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,62500.0,nM,4.204119982655925,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADA80>,180.15899999999996,1.3101,1,3,63.60000000000001
CHEMBL144281,CSc1ccccc1OC(=O)CCl,360000.0,nM,3.4436974992327127,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADAF0>,216.68899999999994,2.5527000000000006,0,3,26.3
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADB60>,246.30599999999993,2.7864000000000013,1,2,54.37
CHEMBL441414,C[C@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,390.0,nM,6.4089353929735005,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADBD0>,248.32199999999995,2.5782000000000007,2,2,57.53
CHEMBL281910,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Br)cc1,20000.0,nM,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADC40>,436.2830000000001,3.2824000000000018,0,5,82.44
CHEMBL144913,CSc1ccccc1OC(=O)C(F)(F)F,260000.0,nM,3.585026652029182,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADCB0>,236.2139999999999,2.8762000000000008,0,3,26.3
CHEMBL358783,CCCCCCCS(=O)(=O)c1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADD20>,298.40400000000005,3.3560000000000025,0,4,60.440000000000005
CHEMBL145220,CC(=O)Oc1ccccc1SCc1ccccc1,250000.0,nM,3.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADD90>,258.342,3.904200000000003,0,3,26.3
CHEMBL282096,CS(=O)(=O)c1ccc2c(c1)cc(C(=O)O)n2Cc1ccc(Cl)cc1,20000.0,nM,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADE00>,363.822,3.444700000000002,1,3,76.37
CHEMBL145647,CCCOCCCSc1ccccc1OC(C)=O,50000.0,nM,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADE70>,268.378,3.5207000000000024,0,4,35.53
CHEMBL344089,CCCCC#CCSc1ccccc1OC(=O)CN,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADEE0>,277.38900000000007,2.8364000000000003,1,4,52.32
CHEMBL144840,CCC(=O)Oc1ccccc1SC,1000000.0,nM,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADF50>,196.271,2.7239000000000013,0,3,26.3
CHEMBL145626,CC(=O)Oc1ccccc1SCCCOc1ccccc1,1000000.0,nM,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6ADFC0>,302.3949999999999,4.173100000000003,0,4,35.53
CHEMBL145412,CCCC#CCCSc1ccccc1OC(C)=O,6500.0,nM,5.187086643357144,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE030>,262.374,3.8976000000000024,0,3,26.3
CHEMBL417452,C[C@@H](C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE0A0>,248.32199999999995,2.5782000000000007,2,2,57.53
CHEMBL356093,CC(=O)Oc1ccccc1SC1CCCCC1,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE110>,250.36299999999991,4.036700000000003,0,3,26.3
CHEMBL92485,CC1(C)C(=O)C(c2ccc(S(C)(=O)=O)cc2)=C1c1ccccc1,96.0,nM,7.017728766960431,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE180>,326.41700000000003,3.6098000000000026,0,3,51.21
CHEMBL285975,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,650.0,nM,6.187086643357144,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE1F0>,377.84900000000005,3.533100000000002,0,4,65.37
CHEMBL145646,CCCCCCCOc1ccccc1OC(C)=O,40000.0,nM,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE260>,250.338,3.9611000000000027,0,3,35.53
CHEMBL145071,CC(=O)Oc1ccccc1SCCCCCC(=O)O,50000.0,nM,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE2D0>,282.36099999999993,3.349000000000001,1,4,63.60000000000001
CHEMBL144232,CC#CCSc1ccccc1OC(C)=O,20000.0,nM,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE340>,220.29299999999998,2.7273000000000005,0,3,26.3
CHEMBL282177,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc([N+](=O)[O-])cc1,20000.0,nM,4.698970004336019,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE3B0>,402.3840000000001,2.4281000000000006,0,7,125.58000000000001
CHEMBL145727,CCC#CCSc1ccccc1OC(C)=O,5000.0,nM,5.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE420>,234.32,3.1174000000000017,0,3,26.3
CHEMBL90988,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C23CCCC3)cc1,12.0,nM,7.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE490>,352.4550000000002,4.144000000000004,0,3,51.21
CHEMBL18264,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,230.0,nM,6.638272163982407,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE500>,350.3420000000001,2.8359000000000005,0,4,60.44
CHEMBL146005,CC(=O)OCCCCCSc1ccccc1OC(C)=O,50000.0,nM,4.301029995663981,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE570>,296.3880000000001,3.437400000000002,0,5,52.6
CHEMBL143113,C#CCSc1ccccc1OC(C)=O,25000.0,nM,4.6020599913279625,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE5E0>,206.26599999999996,2.3372,0,3,26.3
CHEMBL18883,C[C@@H](C(=O)O)c1ccc(C[C@@H]2CCC[C@H]2O)cc1,100000.0,nM,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001624A6AE650>,248.32199999999995,2.5782000000000007,2,2,57.53
